item_id,order_id,product_id,quantity,unit_price,subtotal
I001327,O00758,P019,3,109.53,328.59
I001328,O00759,P033,2,15.92,31.84
I001329,O00760,P020,1,38.5,38.5
I001330,O00760,P012,3,105.16,315.48
I001331,O00760,P023,2,295.84,591.68
I001332,O00761,P015,1,54.2,54.2
I001333,O00761,P042,3,41.69,125.07
I001334,O00762,P031,2,21.68,43.36
I001335,O00763,P047,1,149.04,149.04
I001336,O00763,P007,2,371.02,742.04
I001337,O00764,P046,3,211.54,634.62
I001338,O00764,P019,3,109.53,328.59
I001339,O00764,P021,3,121.22,363.66
I001340,O00765,P030,1,295.24,295.24
I001341,O00765,P045,3,53.88,161.64
I001342,O00765,P044,3,141.41,424.23
I001343,O00766,P003,3,140.08,420.24
I001344,O00767,P022,2,82.79,165.58
I001345,O00767,P023,1,295.84,295.84
I001346,O00767,P043,1,129.81,129.81
I001347,O00768,P031,2,21.68,43.36
I001348,O00768,P030,2,295.24,590.48
I001349,O00768,P012,2,105.16,210.32
I001350,O00769,P011,1,148.19,148.19
I001351,O00770,P042,1,41.69,41.69
I001352,O00770,P004,3,111.08,333.24
I001353,O00770,P029,3,150.87,452.61
I001354,O00771,P016,1,55.49,55.49
I001355,O00771,P015,3,54.2,162.6
I001356,O00771,P030,3,295.24,885.72
I001357,O00772,P037,2,46.97,93.94
I001358,O00773,P044,2,141.41,282.82
I001359,O00773,P015,3,54.2,162.6
I001360,O00774,P045,2,53.88,107.76
I001361,O00774,P011,3,148.19,444.57
I001362,O00775,P045,1,53.88,53.88
I001363,O00775,P018,1,110.79,110.79
I001364,O00776,P045,2,53.88,107.76
I001365,O00776,P006,2,127.7,255.4
I001366,O00777,P045,3,53.88,161.64
I001367,O00777,P044,3,141.41,424.23
I001368,O00778,P033,2,15.92,31.84
I001369,O00779,P014,2,89.25,178.5
I001370,O00780,P001,2,362.29,724.58
I001371,O00781,P031,3,21.68,65.04
I001372,O00782,P002,3,499.38,1498.14
I001373,O00782,P027,2,121.05,242.1
I001374,O00783,P019,2,109.53,219.06
I001375,O00784,P029,3,150.87,452.61
I001376,O00784,P039,1,61.74,61.74
I001377,O00785,P026,2,158.33,316.66
I001378,O00785,P049,3,197.75,593.25
I001379,O00786,P024,2,241.78,483.56
I001380,O00787,P030,1,295.24,295.24
I001381,O00787,P032,3,89.58,268.74
I001382,O00788,P030,3,295.24,885.72
I001383,O00788,P002,3,499.38,1498.14
I001384,O00789,P007,1,371.02,371.02
I001385,O00790,P020,2,38.5,77.0
I001386,O00791,P046,3,211.54,634.62
I001387,O00792,P011,3,148.19,444.57
I001388,O00793,P029,2,150.87,301.74
I001389,O00794,P016,2,55.49,110.98
I001390,O00795,P021,3,121.22,363.66
I001391,O00796,P032,2,89.58,179.16
I001392,O00797,P050,2,54.03,108.06
I001393,O00798,P014,2,89.25,178.5
I001394,O00798,P005,3,83.32,249.96
I001395,O00799,P024,1,241.78,241.78
I001396,O00800,P037,1,46.97,46.97
I001397,O00800,P005,1,83.32,83.32
I001398,O00800,P014,3,89.25,267.75
I001399,O00801,P047,3,149.04,447.12
I001400,O00802,P015,1,54.2,54.2
I001401,O00802,P002,3,499.38,1498.14
I001402,O00802,P003,1,140.08,140.08
I001403,O00803,P030,3,295.24,885.72
I001404,O00804,P019,2,109.53,219.06
I001405,O00804,P035,1,74.52,74.52
I001406,O00804,P050,2,54.03,108.06
I001407,O00805,P014,1,89.25,89.25
I001408,O00805,P048,2,157.25,314.5
I001409,O00806,P002,1,499.38,499.38
I001410,O00807,P018,3,110.79,332.37
I001411,O00808,P014,1,89.25,89.25
I001412,O00808,P002,3,499.38,1498.14
I001413,O00809,P047,2,149.04,298.08
I001414,O00809,P050,3,54.03,162.09
I001415,O00810,P036,3,53.08,159.24
I001416,O00811,P001,3,362.29,1086.87
I001417,O00811,P030,3,295.24,885.72
I001418,O00811,P035,3,74.52,223.56
I001419,O00811,P032,1,89.58,89.58
I001420,O00812,P028,3,180.24,540.72
I001421,O00813,P020,2,38.5,77.0
I001422,O00813,P034,1,45.83,45.83
I001423,O00814,P008,1,498.77,498.77
I001424,O00815,P005,3,83.32,249.96
I001425,O00815,P037,2,46.97,93.94
I001426,O00816,P026,3,158.33,474.99
I001427,O00817,P046,1,211.54,211.54
I001428,O00817,P024,2,241.78,483.56
I001429,O00817,P049,3,197.75,593.25
I001430,O00818,P032,3,89.58,268.74
I001431,O00819,P039,1,61.74,61.74
I001432,O00820,P010,3,485.4,1456.2
I001433,O00821,P006,2,127.7,255.4
I001434,O00822,P026,3,158.33,474.99
I001435,O00822,P045,1,53.88,53.88
I001436,O00823,P001,2,362.29,724.58
I001437,O00823,P017,3,36.26,108.78
I001438,O00823,P033,3,15.92,47.76
I001439,O00824,P039,1,61.74,61.74
I001440,O00825,P023,2,295.84,591.68
I001441,O00825,P027,3,121.05,363.15
I001442,O00826,P044,1,141.41,141.41
I001443,O00826,P001,1,362.29,362.29
I001444,O00826,P009,1,414.73,414.73
I001445,O00827,P040,2,21.28,42.56
I001446,O00827,P009,2,414.73,829.46
I001447,O00827,P043,2,129.81,259.62
I001448,O00828,P002,1,499.38,499.38
I001449,O00829,P031,3,21.68,65.04
I001450,O00830,P001,3,362.29,1086.87
I001451,O00831,P037,3,46.97,140.91
I001452,O00832,P019,1,109.53,109.53
I001453,O00833,P027,2,121.05,242.1
I001454,O00833,P004,1,111.08,111.08
I001455,O00834,P010,2,485.4,970.8
I001456,O00834,P033,1,15.92,15.92
I001457,O00834,P012,1,105.16,105.16
I001458,O00835,P023,2,295.84,591.68
I001459,O00836,P002,1,499.38,499.38
I001460,O00836,P020,3,38.5,115.5
I001461,O00837,P050,3,54.03,162.09
I001462,O00838,P019,3,109.53,328.59
I001463,O00838,P020,3,38.5,115.5
I001464,O00839,P030,1,295.24,295.24
I001465,O00840,P044,2,141.41,282.82
I001466,O00840,P007,2,371.02,742.04
I001467,O00841,P002,2,499.38,998.76
I001468,O00841,P032,2,89.58,179.16
I001469,O00841,P049,3,197.75,593.25
I001470,O00842,P001,3,362.29,1086.87
I001471,O00843,P001,3,362.29,1086.87
I001472,O00844,P028,1,180.24,180.24
I001473,O00844,P034,1,45.83,45.83
I001474,O00845,P049,3,197.75,593.25
I001475,O00846,P019,1,109.53,109.53
I001476,O00846,P032,2,89.58,179.16
I001477,O00846,P047,1,149.04,149.04
I001478,O00847,P036,3,53.08,159.24
I001479,O00847,P011,1,148.19,148.19
I001480,O00848,P024,3,241.78,725.34
I001481,O00849,P020,3,38.5,115.5
I001482,O00849,P039,1,61.74,61.74
I001483,O00850,P048,1,157.25,157.25
I001484,O00851,P016,2,55.49,110.98
I001485,O00851,P020,2,38.5,77.0
I001486,O00852,P032,2,89.58,179.16
I001487,O00852,P044,2,141.41,282.82
I001488,O00852,P001,3,362.29,1086.87
I001489,O00852,P050,3,54.03,162.09
I001490,O00853,P049,2,197.75,395.5
I001491,O00853,P001,1,362.29,362.29
I001492,O00853,P011,1,148.19,148.19
I001493,O00854,P012,1,105.16,105.16
I001494,O00855,P013,3,110.79,332.37
I001495,O00856,P014,3,89.25,267.75
I001496,O00856,P037,3,46.97,140.91
I001497,O00857,P002,3,499.38,1498.14
I001498,O00857,P018,1,110.79,110.79
I001499,O00858,P042,1,41.69,41.69
I001500,O00859,P015,3,54.2,162.6
I001501,O00860,P034,1,45.83,45.83
I001502,O00860,P026,3,158.33,474.99
I001503,O00861,P038,2,46.85,93.7
I001504,O00861,P045,3,53.88,161.64
I001505,O00861,P013,3,110.79,332.37
I001506,O00862,P033,2,15.92,31.84
I001507,O00863,P045,1,53.88,53.88
I001508,O00864,P040,1,21.28,21.28
I001509,O00865,P048,1,157.25,157.25
I001510,O00866,P037,2,46.97,93.94
I001511,O00866,P038,1,46.85,46.85
I001512,O00866,P050,3,54.03,162.09
I001513,O00867,P013,1,110.79,110.79
I001514,O00867,P041,1,96.33,96.33
I001515,O00868,P049,2,197.75,395.5
I001516,O00869,P022,2,82.79,165.58
I001517,O00869,P008,3,498.77,1496.31
I001518,O00869,P023,2,295.84,591.68
I001519,O00870,P003,1,140.08,140.08
I001520,O00870,P025,2,86.29,172.58
I001521,O00870,P028,2,180.24,360.48
I001522,O00871,P039,3,61.74,185.22
I001523,O00871,P035,3,74.52,223.56
I001524,O00872,P013,3,110.79,332.37
I001525,O00872,P035,2,74.52,149.04
I001526,O00872,P031,2,21.68,43.36
I001527,O00873,P041,3,96.33,288.99
I001528,O00873,P016,3,55.49,166.47
I001529,O00874,P045,3,53.88,161.64
I001530,O00874,P010,3,485.4,1456.2
I001531,O00875,P006,1,127.7,127.7
I001532,O00875,P001,3,362.29,1086.87
I001533,O00875,P041,1,96.33,96.33
I001534,O00876,P028,1,180.24,180.24
I001535,O00877,P017,1,36.26,36.26
I001536,O00877,P030,3,295.24,885.72
I001537,O00877,P024,3,241.78,725.34
I001538,O00878,P009,3,414.73,1244.19
I001539,O00879,P047,2,149.04,298.08
I001540,O00880,P004,3,111.08,333.24
I001541,O00880,P018,1,110.79,110.79
I001542,O00881,P002,2,499.38,998.76
I001543,O00882,P019,2,109.53,219.06
I001544,O00883,P025,2,86.29,172.58
I001545,O00883,P006,2,127.7,255.4
I001546,O00884,P009,2,414.73,829.46
I001547,O00885,P015,1,54.2,54.2
I001548,O00885,P026,3,158.33,474.99
I001549,O00886,P038,1,46.85,46.85
I001550,O00886,P040,2,21.28,42.56
I001551,O00887,P046,2,211.54,423.08
I001552,O00887,P038,1,46.85,46.85
I001553,O00887,P050,3,54.03,162.09
I001554,O00888,P005,1,83.32,83.32
I001555,O00888,P007,3,371.02,1113.06
I001556,O00889,P026,3,158.33,474.99
I001557,O00889,P037,3,46.97,140.91
I001558,O00889,P049,1,197.75,197.75
I001559,O00890,P009,2,414.73,829.46
I001560,O00891,P040,1,21.28,21.28
I001561,O00892,P041,3,96.33,288.99
I001562,O00893,P033,2,15.92,31.84
I001563,O00893,P032,1,89.58,89.58
I001564,O00893,P019,2,109.53,219.06
I001565,O00894,P020,3,38.5,115.5
I001566,O00895,P034,1,45.83,45.83
I001567,O00895,P035,3,74.52,223.56
I001568,O00895,P045,3,53.88,161.64
I001569,O00896,P031,1,21.68,21.68
I001570,O00897,P002,3,499.38,1498.14
I001571,O00897,P039,2,61.74,123.48
I001572,O00898,P023,3,295.84,887.52
I001573,O00899,P012,3,105.16,315.48
I001574,O00900,P035,1,74.52,74.52
I001575,O00900,P039,2,61.74,123.48
I001576,O00901,P017,1,36.26,36.26
I001577,O00901,P036,1,53.08,53.08
I001578,O00902,P034,3,45.83,137.49
I001579,O00902,P001,3,362.29,1086.87
I001580,O00902,P049,1,197.75,197.75
I001581,O00903,P018,1,110.79,110.79
I001582,O00904,P013,3,110.79,332.37
I001583,O00905,P011,2,148.19,296.38
I001584,O00906,P027,2,121.05,242.1
I001585,O00907,P009,1,414.73,414.73
I001586,O00908,P016,1,55.49,55.49
I001587,O00909,P004,1,111.08,111.08
I001588,O00909,P021,3,121.22,363.66
I001589,O00909,P020,2,38.5,77.0
I001590,O00909,P009,1,414.73,414.73
I001591,O00910,P006,2,127.7,255.4
I001592,O00911,P021,1,121.22,121.22
I001593,O00911,P037,3,46.97,140.91
I001594,O00912,P045,1,53.88,53.88
I001595,O00912,P015,1,54.2,54.2
I001596,O00912,P048,3,157.25,471.75
I001597,O00913,P025,2,86.29,172.58
I001598,O00913,P030,2,295.24,590.48
I001599,O00914,P029,3,150.87,452.61
I001600,O00915,P042,1,41.69,41.69
I001601,O00915,P041,3,96.33,288.99
I001602,O00916,P020,3,38.5,115.5
I001603,O00917,P012,1,105.16,105.16
I001604,O00917,P043,1,129.81,129.81
I001605,O00918,P002,1,499.38,499.38
I001606,O00919,P022,1,82.79,82.79
I001607,O00919,P043,1,129.81,129.81
I001608,O00920,P021,3,121.22,363.66
I001609,O00920,P001,3,362.29,1086.87
I001610,O00920,P046,3,211.54,634.62
I001611,O00921,P026,1,158.33,158.33
I001612,O00922,P040,2,21.28,42.56
I001613,O00923,P021,1,121.22,121.22
I001614,O00923,P044,3,141.41,424.23
I001615,O00923,P047,2,149.04,298.08
I001616,O00923,P032,3,89.58,268.74
I001617,O00924,P021,3,121.22,363.66
I001618,O00924,P034,3,45.83,137.49
I001619,O00925,P032,3,89.58,268.74
I001620,O00925,P048,1,157.25,157.25
I001621,O00926,P035,3,74.52,223.56
I001622,O00926,P010,3,485.4,1456.2
I001623,O00926,P022,2,82.79,165.58
I001624,O00926,P024,1,241.78,241.78
I001625,O00927,P026,2,158.33,316.66
I001626,O00928,P031,2,21.68,43.36
I001627,O00929,P036,2,53.08,106.16
I001628,O00929,P001,3,362.29,1086.87
I001629,O00929,P046,1,211.54,211.54
I001630,O00930,P012,1,105.16,105.16
I001631,O00931,P006,2,127.7,255.4
I001632,O00932,P024,2,241.78,483.56
I001633,O00933,P013,3,110.79,332.37
I001634,O00933,P030,1,295.24,295.24
I001635,O00934,P017,1,36.26,36.26
I001636,O00934,P012,3,105.16,315.48
I001637,O00935,P023,3,295.84,887.52
I001638,O00935,P016,3,55.49,166.47
I001639,O00936,P037,2,46.97,93.94
I001640,O00936,P002,3,499.38,1498.14
I001641,O00936,P036,3,53.08,159.24
I001642,O00936,P034,3,45.83,137.49
I001643,O00937,P034,3,45.83,137.49
I001644,O00937,P005,2,83.32,166.64
I001645,O00937,P011,2,148.19,296.38
I001646,O00938,P042,2,41.69,83.38
I001647,O00938,P018,2,110.79,221.58
I001648,O00939,P047,3,149.04,447.12
I001649,O00939,P035,2,74.52,149.04
I001650,O00940,P017,3,36.26,108.78
I001651,O00940,P028,3,180.24,540.72
I001652,O00940,P050,2,54.03,108.06
I001653,O00941,P019,3,109.53,328.59
I001654,O00941,P039,2,61.74,123.48
I001655,O00942,P046,1,211.54,211.54
I001656,O00943,P023,1,295.84,295.84
I001657,O00943,P039,3,61.74,185.22
I001658,O00943,P033,2,15.92,31.84
I001659,O00944,P021,1,121.22,121.22
I001660,O00944,P020,1,38.5,38.5
I001661,O00944,P017,1,36.26,36.26
I001662,O00944,P001,2,362.29,724.58
I001663,O00945,P020,1,38.5,38.5
I001664,O00945,P001,3,362.29,1086.87
I001665,O00946,P042,3,41.69,125.07
I001666,O00946,P031,2,21.68,43.36
I001667,O00946,P023,2,295.84,591.68
I001668,O00947,P041,2,96.33,192.66
I001669,O00948,P002,3,499.38,1498.14
I001670,O00948,P003,1,140.08,140.08
I001671,O00949,P034,1,45.83,45.83
I001672,O00950,P029,2,150.87,301.74
I001673,O00950,P005,1,83.32,83.32
I001674,O00951,P029,3,150.87,452.61
I001675,O00952,P009,1,414.73,414.73
I001676,O00952,P038,1,46.85,46.85
I001677,O00953,P046,2,211.54,423.08
I001678,O00953,P026,2,158.33,316.66
I001679,O00954,P031,3,21.68,65.04
I001680,O00954,P012,1,105.16,105.16
I001681,O00955,P045,1,53.88,53.88
I001682,O00955,P016,2,55.49,110.98
I001683,O00955,P036,2,53.08,106.16
I001684,O00956,P038,2,46.85,93.7
I001685,O00956,P047,2,149.04,298.08
I001686,O00956,P042,1,41.69,41.69
I001687,O00957,P034,2,45.83,91.66
I001688,O00957,P001,1,362.29,362.29
I001689,O00958,P031,3,21.68,65.04
I001690,O00958,P010,2,485.4,970.8
I001691,O00959,P011,2,148.19,296.38
I001692,O00960,P045,1,53.88,53.88
I001693,O00960,P046,3,211.54,634.62
I001694,O00960,P020,2,38.5,77.0
I001695,O00961,P009,3,414.73,1244.19
I001696,O00961,P044,2,141.41,282.82
I001697,O00962,P041,1,96.33,96.33
I001698,O00962,P006,1,127.7,127.7
I001699,O00963,P033,2,15.92,31.84
I001700,O00963,P017,2,36.26,72.52
I001701,O00964,P033,1,15.92,15.92
I001702,O00965,P023,1,295.84,295.84
I001703,O00966,P003,2,140.08,280.16
I001704,O00967,P002,1,499.38,499.38
I001705,O00967,P016,3,55.49,166.47
I001706,O00968,P042,1,41.69,41.69
I001707,O00968,P007,3,371.02,1113.06
I001708,O00969,P016,2,55.49,110.98
I001709,O00970,P050,2,54.03,108.06
I001710,O00970,P017,3,36.26,108.78
I001711,O00971,P004,2,111.08,222.16
I001712,O00972,P045,1,53.88,53.88
I001713,O00973,P031,2,21.68,43.36
I001714,O00974,P041,2,96.33,192.66
I001715,O00975,P034,2,45.83,91.66
I001716,O00976,P036,1,53.08,53.08
I001717,O00976,P044,1,141.41,141.41
I001718,O00977,P021,1,121.22,121.22
I001719,O00978,P011,3,148.19,444.57
I001720,O00978,P007,1,371.02,371.02
I001721,O00979,P026,2,158.33,316.66
I001722,O00980,P028,3,180.24,540.72
I001723,O00980,P039,2,61.74,123.48
I001724,O00981,P001,1,362.29,362.29
I001725,O00981,P050,1,54.03,54.03
I001726,O00982,P026,3,158.33,474.99
I001727,O00982,P043,3,129.81,389.43
I001728,O00982,P021,1,121.22,121.22
I001729,O00983,P050,1,54.03,54.03
I001730,O00984,P015,3,54.2,162.6
I001731,O00985,P035,1,74.52,74.52
I001732,O00985,P014,1,89.25,89.25
I001733,O00985,P021,2,121.22,242.44
I001734,O00986,P037,3,46.97,140.91
I001735,O00986,P011,3,148.19,444.57
I001736,O00986,P020,1,38.5,38.5
I001737,O00987,P008,1,498.77,498.77
I001738,O00988,P024,3,241.78,725.34
I001739,O00989,P035,1,74.52,74.52
I001740,O00989,P008,3,498.77,1496.31
I001741,O00990,P017,3,36.26,108.78
I001742,O00990,P030,1,295.24,295.24
I001743,O00991,P023,1,295.84,295.84
I001744,O00992,P016,3,55.49,166.47
I001745,O00993,P010,2,485.4,970.8
I001746,O00994,P025,2,86.29,172.58
I001747,O00994,P020,1,38.5,38.5
I001748,O00995,P032,1,89.58,89.58
I001749,O00996,P031,3,21.68,65.04
I001750,O00997,P019,1,109.53,109.53
I001751,O00997,P003,1,140.08,140.08
I001752,O00998,P037,3,46.97,140.91
I001753,O00998,P006,2,127.7,255.4
I001754,O00999,P018,3,110.79,332.37
I001755,O01000,P007,3,371.02,1113.06
I001756,O01000,P048,1,157.25,157.25
I001757,O01000,P016,1,55.49,55.49
I001758,O01001,P048,3,157.25,471.75
I001759,O01002,P046,3,211.54,634.62
I001760,O01002,P026,2,158.33,316.66
I001761,O01002,P038,1,46.85,46.85
I001762,O01003,P042,2,41.69,83.38
I001763,O01004,P018,1,110.79,110.79
I001764,O01004,P026,1,158.33,158.33
I001765,O01004,P031,2,21.68,43.36
I001766,O01005,P004,2,111.08,222.16
I001767,O01006,P047,3,149.04,447.12
I001768,O01007,P016,3,55.49,166.47
I001769,O01007,P043,3,129.81,389.43
I001770,O01008,P009,3,414.73,1244.19
I001771,O01008,P016,2,55.49,110.98
I001772,O01008,P007,3,371.02,1113.06
I001773,O01009,P032,2,89.58,179.16
I001774,O01010,P028,3,180.24,540.72
I001775,O01010,P006,3,127.7,383.1
I001776,O01010,P033,3,15.92,47.76
I001777,O01011,P029,2,150.87,301.74
I001778,O01012,P020,1,38.5,38.5
I001779,O01012,P009,3,414.73,1244.19
I001780,O01013,P023,2,295.84,591.68
I001781,O01014,P015,3,54.2,162.6
I001782,O01015,P045,2,53.88,107.76
I001783,O01015,P025,2,86.29,172.58
I001784,O01016,P046,1,211.54,211.54
I001785,O01017,P021,3,121.22,363.66
I001786,O01018,P001,2,362.29,724.58
I001787,O01019,P034,3,45.83,137.49
I001788,O01020,P048,2,157.25,314.5
I001789,O01020,P021,2,121.22,242.44
I001790,O01020,P026,2,158.33,316.66
I001791,O01021,P041,1,96.33,96.33
I001792,O01022,P046,2,211.54,423.08
I001793,O01023,P029,1,150.87,150.87
I001794,O01024,P002,2,499.38,998.76
I001795,O01025,P006,1,127.7,127.7
I001796,O01025,P030,3,295.24,885.72
I001797,O01026,P029,3,150.87,452.61
I001798,O01027,P023,2,295.84,591.68
I001799,O01027,P019,3,109.53,328.59
I001800,O01028,P029,2,150.87,301.74
I001801,O01028,P018,3,110.79,332.37
I001802,O01029,P004,3,111.08,333.24
I001803,O01030,P031,3,21.68,65.04
I001804,O01031,P037,1,46.97,46.97
I001805,O01032,P038,2,46.85,93.7
I001806,O01032,P007,1,371.02,371.02
I001807,O01032,P036,2,53.08,106.16
I001808,O01032,P035,1,74.52,74.52
I001809,O01033,P013,3,110.79,332.37
I001810,O01033,P040,2,21.28,42.56
I001811,O01033,P015,2,54.2,108.4
I001812,O01034,P015,2,54.2,108.4
I001813,O01034,P004,3,111.08,333.24
I001814,O01035,P029,1,150.87,150.87
I001815,O01035,P004,3,111.08,333.24
I001816,O01036,P004,3,111.08,333.24
I001817,O01036,P032,3,89.58,268.74
I001818,O01037,P023,2,295.84,591.68
I001819,O01037,P022,1,82.79,82.79
I001820,O01038,P014,2,89.25,178.5
I001821,O01038,P047,2,149.04,298.08
I001822,O01039,P021,2,121.22,242.44
I001823,O01039,P048,1,157.25,157.25
I001824,O01040,P039,2,61.74,123.48
I001825,O01041,P050,1,54.03,54.03
I001826,O01042,P009,3,414.73,1244.19
I001827,O01042,P029,2,150.87,301.74
I001828,O01043,P043,3,129.81,389.43
I001829,O01044,P043,1,129.81,129.81
I001830,O01044,P050,1,54.03,54.03
I001831,O01045,P044,3,141.41,424.23
I001832,O01045,P016,3,55.49,166.47
I001833,O01045,P024,1,241.78,241.78
I001834,O01046,P028,3,180.24,540.72
I001835,O01046,P008,1,498.77,498.77
I001836,O01047,P015,2,54.2,108.4
I001837,O01048,P013,3,110.79,332.37
I001838,O01049,P050,1,54.03,54.03
I001839,O01050,P029,2,150.87,301.74
I001840,O01050,P003,2,140.08,280.16
I001841,O01051,P026,3,158.33,474.99
I001842,O01051,P032,2,89.58,179.16
I001843,O01052,P041,2,96.33,192.66
I001844,O01052,P016,3,55.49,166.47
I001845,O01052,P025,2,86.29,172.58
I001846,O01053,P017,3,36.26,108.78
I001847,O01053,P001,1,362.29,362.29
I001848,O01053,P033,3,15.92,47.76
I001849,O01053,P036,3,53.08,159.24
I001850,O01054,P050,1,54.03,54.03
I001851,O01055,P043,1,129.81,129.81
I001852,O01055,P029,2,150.87,301.74
I001853,O01055,P024,3,241.78,725.34
I001854,O01056,P026,1,158.33,158.33
I001855,O01056,P017,3,36.26,108.78
I001856,O01056,P005,3,83.32,249.96
I001857,O01056,P004,2,111.08,222.16
I001858,O01057,P020,2,38.5,77.0
I001859,O01058,P012,1,105.16,105.16
I001860,O01058,P037,2,46.97,93.94
I001861,O01058,P017,3,36.26,108.78
I001862,O01059,P045,3,53.88,161.64
I001863,O01059,P015,2,54.2,108.4
I001864,O01060,P031,2,21.68,43.36
I001865,O01060,P017,2,36.26,72.52
I001866,O01061,P011,1,148.19,148.19
I001867,O01062,P030,2,295.24,590.48
I001868,O01062,P047,1,149.04,149.04
I001869,O01063,P033,2,15.92,31.84
I001870,O01064,P007,2,371.02,742.04
I001871,O01064,P046,2,211.54,423.08
I001872,O01064,P001,1,362.29,362.29
I001873,O01065,P013,3,110.79,332.37
I001874,O01066,P046,1,211.54,211.54
I001875,O01067,P020,1,38.5,38.5
I001876,O01068,P027,2,121.05,242.1
I001877,O01069,P050,1,54.03,54.03
I001878,O01069,P004,1,111.08,111.08
I001879,O01070,P010,2,485.4,970.8
I001880,O01071,P023,3,295.84,887.52
I001881,O01071,P050,3,54.03,162.09
I001882,O01071,P014,2,89.25,178.5
I001883,O01072,P016,2,55.49,110.98
I001884,O01072,P018,3,110.79,332.37
I001885,O01073,P027,2,121.05,242.1
I001886,O01074,P032,1,89.58,89.58
I001887,O01075,P016,3,55.49,166.47
I001888,O01076,P023,2,295.84,591.68
I001889,O01077,P041,1,96.33,96.33
I001890,O01077,P001,3,362.29,1086.87
I001891,O01077,P017,3,36.26,108.78
I001892,O01078,P023,3,295.84,887.52
I001893,O01079,P041,1,96.33,96.33
I001894,O01079,P023,1,295.84,295.84
I001895,O01080,P014,3,89.25,267.75
I001896,O01080,P030,2,295.24,590.48
I001897,O01081,P014,2,89.25,178.5
I001898,O01082,P038,1,46.85,46.85
I001899,O01082,P002,1,499.38,499.38
I001900,O01082,P003,3,140.08,420.24
I001901,O01082,P012,3,105.16,315.48
I001902,O01083,P001,2,362.29,724.58
I001903,O01083,P004,2,111.08,222.16
I001904,O01084,P042,3,41.69,125.07
I001905,O01084,P039,3,61.74,185.22
I001906,O01085,P020,2,38.5,77.0
I001907,O01086,P019,3,109.53,328.59
I001908,O01086,P035,3,74.52,223.56
I001909,O01087,P014,3,89.25,267.75
I001910,O01088,P001,3,362.29,1086.87
I001911,O01088,P026,2,158.33,316.66
I001912,O01089,P041,2,96.33,192.66
I001913,O01089,P040,3,21.28,63.84
I001914,O01090,P022,2,82.79,165.58
I001915,O01090,P046,2,211.54,423.08
I001916,O01091,P032,2,89.58,179.16
I001917,O01091,P026,3,158.33,474.99
I001918,O01092,P036,2,53.08,106.16
I001919,O01092,P039,2,61.74,123.48
I001920,O01093,P010,2,485.4,970.8
I001921,O01093,P005,2,83.32,166.64
I001922,O01093,P028,1,180.24,180.24
I001923,O01093,P049,1,197.75,197.75
I001924,O01094,P028,3,180.24,540.72
I001925,O01094,P046,3,211.54,634.62
I001926,O01095,P025,3,86.29,258.87
I001927,O01096,P007,3,371.02,1113.06
I001928,O01097,P047,1,149.04,149.04
I001929,O01098,P037,3,46.97,140.91
I001930,O01098,P006,2,127.7,255.4
I001931,O01099,P031,3,21.68,65.04
I001932,O01099,P035,1,74.52,74.52
I001933,O01099,P050,2,54.03,108.06
I001934,O01100,P003,1,140.08,140.08
I001935,O01101,P022,2,82.79,165.58
I001936,O01101,P014,2,89.25,178.5
I001937,O01102,P012,2,105.16,210.32
I001938,O01103,P003,2,140.08,280.16
I001939,O01104,P041,1,96.33,96.33
I001940,O01105,P002,3,499.38,1498.14
I001941,O01105,P049,3,197.75,593.25
I001942,O01106,P042,2,41.69,83.38
I001943,O01107,P026,1,158.33,158.33
I001944,O01108,P030,3,295.24,885.72
I001945,O01109,P027,1,121.05,121.05
I001946,O01110,P017,1,36.26,36.26
I001947,O01110,P047,2,149.04,298.08
I001948,O01111,P042,1,41.69,41.69
I001949,O01111,P018,3,110.79,332.37
I001950,O01111,P029,1,150.87,150.87
I001951,O01111,P050,2,54.03,108.06
I001952,O01112,P032,2,89.58,179.16
I001953,O01112,P034,2,45.83,91.66
I001954,O01113,P009,2,414.73,829.46
I001955,O01114,P012,1,105.16,105.16
I001956,O01114,P004,1,111.08,111.08
I001957,O01115,P022,2,82.79,165.58
I001958,O01115,P046,1,211.54,211.54
I001959,O01116,P049,1,197.75,197.75
I001960,O01116,P012,1,105.16,105.16
I001961,O01117,P001,2,362.29,724.58
I001962,O01118,P047,2,149.04,298.08
I001963,O01119,P004,3,111.08,333.24
I001964,O01119,P033,1,15.92,15.92
I001965,O01120,P049,3,197.75,593.25
I001966,O01121,P002,2,499.38,998.76
I001967,O01122,P021,2,121.22,242.44
I001968,O01123,P019,2,109.53,219.06
I001969,O01124,P043,2,129.81,259.62
I001970,O01125,P042,3,41.69,125.07
I001971,O01125,P002,1,499.38,499.38
I001972,O01125,P003,1,140.08,140.08
I001973,O01125,P018,3,110.79,332.37
I001974,O01126,P019,2,109.53,219.06
I001975,O01126,P007,3,371.02,1113.06
I001976,O01127,P031,2,21.68,43.36
I001977,O01127,P048,2,157.25,314.5
I001978,O01127,P020,2,38.5,77.0
I001979,O01128,P011,1,148.19,148.19
I001980,O01129,P014,3,89.25,267.75
I001981,O01130,P033,3,15.92,47.76
I001982,O01131,P044,3,141.41,424.23
I001983,O01131,P026,3,158.33,474.99
I001984,O01132,P029,1,150.87,150.87
I001985,O01132,P050,3,54.03,162.09
I001986,O01133,P044,3,141.41,424.23
I001987,O01134,P018,2,110.79,221.58
I001988,O01134,P033,3,15.92,47.76
I001989,O01134,P008,1,498.77,498.77
